security_id,cusip,issuer,reason,conflicting_evidence,impacted_observation_count,affected_variants,affected_splits,recommended_review_action
,69420N601,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P 500 BUFFER 20 ETF -' -> ['SDHY'] != OpenFIGI PBMR,2,O0,H0_dev,review conflict evidence
,69420N809,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P 500 BUFFER 20 ETF -' -> ['SDHY'] != OpenFIGI PBAP,2,O0,H1_time_holdout,review conflict evidence
,69420N825,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P 500 BUFFER 12 ETF -' -> ['SDHY'] != OpenFIGI AUGP,2,O0,H0_dev;H1_time_holdout,review conflict evidence
,69420N833,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P 500 BUFFER 20 ETF -' -> ['SDHY'] != OpenFIGI PBJL,2,O0,H0_dev;H1_time_holdout,review conflict evidence
,69420N858,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P500 BUF20 ETF JUN-US' -> ['SDHY'] != OpenFIGI PBJN,2,O0,H0_dev;H1_time_holdout,review conflict evidence
,69420N874,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P 500 BUFFER 20 ETF -' -> ['SDHY'] != OpenFIGI PBMY,2,O0,H0_dev,review conflict evidence
,72201C109,PIMCO CALIF MUN INCOME FD II,AMBIGUOUS,"multiple distinct US tickers: ['PZC', 'XPZCX']",2,O0,H0_dev,resolve ambiguity
,72369H106,PIONEER HIGH INCOME FUND INC,AMBIGUOUS,"multiple distinct US tickers: ['PHT', 'XPHTX']",2,O0,H0_dev,resolve ambiguity
,72369J102,PIONEER FLOATING RATE FUND I,CONFLICT,SEC unique ticker PHD != OpenFIGI XPHDX,2,O0,H1_time_holdout,review conflict evidence
,73245B115,PONO CAP TWO INC,AMBIGUOUS,"multiple distinct US tickers: ['PTWOW', 'SBCWW']",2,O0,H0_dev,resolve ambiguity
,74319X108,PROFUSA INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H4_combined,resolve ambiguity
,74319X207,PROFUSA INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,74449F100,PSYENCE BIOMEDICAL LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,74933W445,RBB FD INC,CONFLICT,SEC title 'F/M OPPORTUNISTIC INC' -> ['FMBM'] != OpenFIGI ZHOG,2,O0,H0_dev,review conflict evidence
,75973T101,RENALYTIX PLC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,76882G107,RIVERNORTH DOUBLELINE STRATE,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,78396V109,SCWORX CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,83006G203,60 DEGREES PHARMACEUTICALS I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,87283Q206,T ROWE PRICE ETF INC,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TEQI,2,O0,H0_dev,review conflict evidence
,87283Q669,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TNXT,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,87283Q685,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TEMR,2,O0,H1_time_holdout,review conflict evidence
,87283Q727,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TGLB,2,O0,H1_time_holdout,review conflict evidence
,87911J103,ABRDN HEALTHCARE INVESTORS,AMBIGUOUS,"multiple distinct US tickers: ['HQH', 'XHQHX']",2,O0,,resolve ambiguity
,87911L108,ABRDN WORLD HEALTHCARE FUND,AMBIGUOUS,"multiple distinct US tickers: ['THW', 'XTHWX']",2,O0,H0_dev,resolve ambiguity
,880198106,SABA CAPITAL INCOME & OPPORT,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,88339Y102,2023 ETF SERIES TRUST,CONFLICT,SEC title 'EAGLE CAPITAL SELECT EQTY' -> ['GRF'] != OpenFIGI EAGL,2,O0,H1_time_holdout,review conflict evidence
,885213108,THORNBURG INCM BUILDER OPP T,AMBIGUOUS,"multiple distinct US tickers: ['TBLD', 'XTBLX']",2,O0,H0_dev,resolve ambiguity
,92829B101,VIRTUS GLOBAL MULTI-SECTOR I,AMBIGUOUS,"multiple distinct US tickers: ['VGI', 'XVGIX']",2,O0,H0_dev,resolve ambiguity
,92838U801,VIRTUS CONVERTIBLE & INC FD,AMBIGUOUS,"multiple distinct US tickers: ['NCZ', 'XNCZX']",2,O0,,resolve ambiguity
,92838X805,VIRTUS CONVERTIBLE & INCOME,AMBIGUOUS,"multiple distinct US tickers: ['NCV', 'XNCVX']",2,O0,,resolve ambiguity
,92840N100,VIRTUS DIVERSIFIED INCM & CO,AMBIGUOUS,"multiple distinct US tickers: ['ACV', 'XACVX']",2,O0,H0_dev,resolve ambiguity
,92840R101,VIRTUS DIVIDEND INTEREST & P,AMBIGUOUS,"multiple distinct US tickers: ['NFJ', 'XNFJX']",2,O0,,resolve ambiguity
,92891H408,VS TRUST,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,92891Q119,VOCODIA HLDGS CORP,CONFLICT,SEC title 'VOCODIA HOLDINGS CORP-29' -> ['VHAI'] != OpenFIGI VHAIW,2,O0,H0_dev,review conflict evidence
,92912X101,VOYA INFRASTRUCTURE INDLS &,AMBIGUOUS,"multiple distinct US tickers: ['IDE', 'XIDEX']",2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,95758L107,CYCURION INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,95766M105,WESTERN ASSET MANAGED MUNS F,AMBIGUOUS,"multiple distinct US tickers: ['MMU', 'XMMUX']",2,O0,,resolve ambiguity
,95790C107,WESTERN ASSET GLOBAL CORP DE,AMBIGUOUS,"multiple distinct US tickers: ['GDO', 'XGDOX']",2,O0,H0_dev,resolve ambiguity
,98423B108,XOS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,98954MAE1,ZILLOW GROUP INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G01558108,ALDEL FINL II INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G04537109,ARCHIMEDES TECH SPAC PARTNER,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G0544E204,NEWGENIVF GROUP LIMITED,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G0567U101,ARQIT QUANTUM INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G0579E103,ART TECHNOLOGY ACQUISITION C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G0R21F121,APEX TECH ACQUISITION INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G0R38G120,ARMADA ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G1000R127,AA MISSION ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G1143H101,BITCOIN INFRASTRUCTURE ACQUI,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,G1153L109,BLACK SPADE ACQUISITION II C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,G1169T104,BLEICHROEDER ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G1771C119,CALISA ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G1828R101,CANTOR EQUITY PARTNERS VI IN,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,G1R59W127,BHAV ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G20873108,CHENGHE ACQUISITION II CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,G2254C121,COHEN CIRCLE ACQUISIT CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G2296A109,COLUMBUS CIRCLE CAP CORP. I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G2296A117,COLUMBUS CIRCLE CAP CORP. I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G2616F101,D. BORAL ARC ACQ I CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G2847J104,DRUGS MADE IN AMER ACQUTN CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G2868C129,DIGITAL ASSET ACQUISITION CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,G2949T125,DYNAMIX CORP III,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G3106N109,EQV VENTURES ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G3106Q110,EQV VENTURES AC CORP. II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G3226F127,EVOLUTION GLOBAL ACQUISITION,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G3302D111,FGI INDUSTRIES LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G33033120,ARES ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G3303U112,ARES ACQUISITION CORP III,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H4_combined,resolve ambiguity
,G37068106,FUTURE VISION II ACQUISITION,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G3730H122,COHEN CIRCLE ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G3730U123,FUTURECREST ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,G38617117,GIBO HOLDINGS LTD.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G38617125,GIBO HOLDINGS LTD.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G3864J100,GIGCAPITAL8 CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,,resolve ambiguity
,G42386105,HALL CHADWICK ACQUISITION CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,G4791J122,INDIGO ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,G4802J129,INFINITE EAGLE ACQUISITION C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G4R12K107,GSR IV ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G4R12K115,GSR IV ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G5345D123,LAFAYETTE DIGITAL ACQUISITIO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G5451A129,LEGATO MERGER CORP III,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G5501C117,LIONHEART HOLDINGS,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G55032166,MICROCLOUD HOLOGRAM INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G6223S117,MOOLEC SCIENCE SA,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,G63113123,MOZAYYX ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G63221108,M3-BRIGADE ACQUISITION VI CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G63638111,NAMIB MINERALS,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H2_manager_holdout,resolve ambiguity
,G6476A128,NEW PROVIDENCE ACQUISITION C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G6757R113,1RT ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G7006A117,PERFECT CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G7010A129,PERIMETER ACQUISITION CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G7117W123,PIONEER ACQUISITION I CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G72245106,PRENETICS GLOBAL LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G7310E128,QDRO ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G7318R121,LEGATO MERGER CORP IV,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G7490F101,RENATUS TACTICAL ACQUIS,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G75398118,REZOLVE AI PLC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G8118C108,SIDDHI ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G8192J128,SILVER PEGASUS ACQUISITION C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G8316B100,SPARK I ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G8475V103,STELLAR V CAP CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G85096124,STONEBRIDGE ACQUISITION II C,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G85727116,SUNCAR TECHNOLOGY GROUP INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G8772L105,TEXAS VENTURES ACQUISITION I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G87890128,THAYER VENTURES ACQ CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G8901A103,TITAN ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G8924F105,TNL MEDIAGENE,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G8T088125,SPACSPHERE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G9009S103,TRAILBLAZER ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G9009S129,TRAILBLAZER ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,G93Y09123,VINE HILL CAP INVT CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,G9503X111,WALDENCAST PLC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,G98659116,YORKVILLE ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,,resolve ambiguity
,L64875104,MOOLEC SCIENCE SA,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,L64875120,MOOLEC SCIENCE SA,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,M1R95N118,ARBE ROBOTICS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,M6000J101,HUB CYBER SECURITY LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,M6000J200,HUB CYBER SECURITY LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,M68057112,MARIS TECH LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,M8186D106,RAIL VISION LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,M8186D122,RAIL VISION LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,Q56120134,LOCAFY LIMITED,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,Y62197119,NAVIOS MARITIME HOLDINGS INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,03210A206,AMPLIFY COMMODITY TRUST,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,091941104,BLACKROCK FLOATING RATE INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,09250W107,BLACKROCK HEALTH SCIENCES TR,AMBIGUOUS,"multiple distinct US tickers: ['BME', 'XBMEX']",1,O0,H1_time_holdout,resolve ambiguity
,092524107,BLACKROCK ENHANCED INTL DIV,AMBIGUOUS,"multiple distinct US tickers: ['BGY', 'XBGYX']",1,O0,H1_time_holdout,resolve ambiguity
,09258G104,BLACKROCK SCIENCE & TECHNOLO,AMBIGUOUS,"multiple distinct US tickers: ['BST', 'XBSTX']",1,O0,H1_time_holdout,resolve ambiguity
,128118106,CALAMOS GLOBAL TOTAL RETURN,AMBIGUOUS,"multiple distinct US tickers: ['CGO', 'XCGOX']",1,O0,H1_time_holdout,resolve ambiguity
,19247L122,COHEN & STEERS QUALITY INCOM,CONFLICT,SEC unique ticker RQI != OpenFIGI RQI-R,1,O0,H1_time_holdout,review conflict evidence
,20678X502,CDT EQUITY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,231647207,NXG NEXTGEN INFRASTR INCM FD,AMBIGUOUS,"multiple distinct US tickers: ['NXG', 'XNXGX']",1,O0,,resolve ambiguity
,23334J107,DTF TAX-FREE INCOME 2028 TER,AMBIGUOUS,"multiple distinct US tickers: ['DTF', 'XDTFX']",1,O0,H1_time_holdout,resolve ambiguity
,258623107,DOUBLELINE OPPORTUNISTIC CR,AMBIGUOUS,"multiple distinct US tickers: ['DBL', 'XDBLX']",1,O0,H1_time_holdout,resolve ambiguity
,26923Q515,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2XL KTOS D TARGET ETF' -> ['TRXA'] != OpenFIGI KTUP,1,O0,H1_time_holdout,review conflict evidence
,26923Q580,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LONG GLXY DT ETF' -> ['TRXA'] != OpenFIGI GLXU,1,O0,H1_time_holdout,review conflict evidence
,26923V621,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2XL SMR DT ETF' -> ['TRXA'] != OpenFIGI SMUP,1,O0,,review conflict evidence
,26923W215,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LG SNDK DT ETF' -> ['TRXA'] != OpenFIGI SNDU,1,O0,H1_time_holdout,review conflict evidence
,27826F101,EATON VANCE CALIF MUN INCOM,AMBIGUOUS,"multiple distinct US tickers: ['CEV', 'XCEVX']",1,O0,H1_time_holdout,resolve ambiguity
,27828U106,EATON VANCE TAX-ADVANTAGED G,AMBIGUOUS,"multiple distinct US tickers: ['ETO', 'XETOX']",1,O0,,resolve ambiguity
,27828X100,EATON VANCE TAX MNGED BUY WR,AMBIGUOUS,"multiple distinct US tickers: ['ETB', 'XETBX']",1,O0,H1_time_holdout,resolve ambiguity
,338478100,FLAHERTY & CRUMRIN PFD & INM,AMBIGUOUS,"multiple distinct US tickers: ['FFC', 'XFFCX']",1,O0,H1_time_holdout,resolve ambiguity
,409735206,HANCOCK JOHN FINL OPPTYS,AMBIGUOUS,"multiple distinct US tickers: ['BTO', 'XBTOX']",1,O0,,resolve ambiguity
,46092D160,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,46092D376,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,46092D590,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,46092D632,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,46132K109,INVESCO PA VALUE MUN INC TR,AMBIGUOUS,"multiple distinct US tickers: ['VPV', 'XVPVX']",1,O0,H1_time_holdout,resolve ambiguity
,46132L107,INVESCO BD FD,AMBIGUOUS,"multiple distinct US tickers: ['VBF', 'XVBFX']",1,O0,H1_time_holdout,resolve ambiguity
,46138G375,INVESCO EXCH TRADED FD TR II,CONFLICT,SEC title 'INVESCO QQQ EQUAL WEIGHT ETF' -> ['QQQ'] != OpenFIGI QEW,1,O0,H1_time_holdout,review conflict evidence
,46143U534,INVESTMENT MANAGERS SER TR,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,46152A312,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,46152A395,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,53656H751,LISTED FDS TR,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],1,O0,H1_time_holdout,review conflict evidence
,583435409,STEAKHOLDER FOODS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,670734102,NUVEEN MINN QUALITY MUN INM,AMBIGUOUS,"multiple distinct US tickers: ['NMS', 'XMNSX']",1,O0,,resolve ambiguity
,76882H105,RIVERNORTH MANAGED DUR MUN I,AMBIGUOUS,"multiple distinct US tickers: ['RMM', 'XRMMX']",1,O0,H1_time_holdout,resolve ambiguity
,83006G500,60 DEGREES PHARMACEUTICALS I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
